Qty_Completed;open_cases;Part_Desc_;Resource;activity_duration;weekday;label;Report_Type;Resource.1;timesincecasestart;Rework;timesincemidnight;concept:name;month;hour;Work_Order_Qty;Qty_for_MRB;event_nr;Complete Timestamp;lifecycle:transition;timesincelastevent;case:concept:name;Case_duplicate;case_length;base_case_id;LPMs_list;LPMs_binary;LPMs_frequency
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_13;Case12;13;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_13;Case12;13;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_13;Case12;13;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_13;Case12;13;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_13;Case12;13;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_13;Case12;13;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_13;Case12;13;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_13;Case12;13;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_14;Case12;14;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_14;Case12;14;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_14;Case12;14;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_14;Case12;14;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_14;Case12;14;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_14;Case12;14;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_14;Case12;14;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_14;Case12;14;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_14;Case12;14;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_14;Case12;14;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_14;Case12;14;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_14;Case12;14;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_14;Case12;14;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_14;Case12;14;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_15;Case12;15;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_15;Case12;15;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_15;Case12;15;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_15;Case12;15;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_15;Case12;15;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_15;Case12;15;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_15;Case12;15;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_15;Case12;15;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_15;Case12;15;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_15;Case12;15;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_15;Case12;15;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_15;Case12;15;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_15;Case12;15;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_15;Case12;15;Case12;+;0.0;0.0
30;33;Spur Gear;ID4882;167.0;0;regular;D;Machine 11 - Grinding;16180.0;missing;760;Flat Grinding - Machine 11;2;12;69;0;15;2012-02-06 11:40:00+00:00;complete;685.0;Case12_15;Case12;15;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_16;Case12;16;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_16;Case12;16;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_16;Case12;16;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_16;Case12;16;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_16;Case12;16;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_16;Case12;16;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_16;Case12;16;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_16;Case12;16;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_16;Case12;16;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_16;Case12;16;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_16;Case12;16;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_16;Case12;16;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_16;Case12;16;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_16;Case12;16;Case12;+;0.0;0.0
30;33;Spur Gear;ID4882;167.0;0;regular;D;Machine 11 - Grinding;16180.0;missing;760;Flat Grinding - Machine 11;2;12;69;0;15;2012-02-06 11:40:00+00:00;complete;685.0;Case12_16;Case12;16;Case12;+;0.0;0.0
25;32;Spur Gear;ID0998;60.0;0;regular;D;Machine 7- Laser Marking;16247.0;missing;827;Laser Marking - Machine 7;2;13;69;0;16;2012-02-06 12:47:00+00:00;complete;67.0;Case12_16;Case12;16;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_17;Case12;17;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_17;Case12;17;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_17;Case12;17;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_17;Case12;17;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_17;Case12;17;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_17;Case12;17;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_17;Case12;17;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_17;Case12;17;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_17;Case12;17;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_17;Case12;17;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_17;Case12;17;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_17;Case12;17;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_17;Case12;17;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_17;Case12;17;Case12;+;0.0;0.0
30;33;Spur Gear;ID4882;167.0;0;regular;D;Machine 11 - Grinding;16180.0;missing;760;Flat Grinding - Machine 11;2;12;69;0;15;2012-02-06 11:40:00+00:00;complete;685.0;Case12_17;Case12;17;Case12;+;0.0;0.0
25;32;Spur Gear;ID0998;60.0;0;regular;D;Machine 7- Laser Marking;16247.0;missing;827;Laser Marking - Machine 7;2;13;69;0;16;2012-02-06 12:47:00+00:00;complete;67.0;Case12_17;Case12;17;Case12;+;0.0;0.0
0;34;Spur Gear;ID4882;75.0;1;regular;D;Machine 11 - Grinding;16935.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;17;2012-02-07 00:15:00+00:00;complete;0.0;Case12_17;Case12;17;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_18;Case12;18;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_18;Case12;18;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_18;Case12;18;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_18;Case12;18;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_18;Case12;18;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_18;Case12;18;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_18;Case12;18;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_18;Case12;18;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_18;Case12;18;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_18;Case12;18;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_18;Case12;18;Case12;+;0.0;0.0
30;33;Spur Gear;ID4882;167.0;0;regular;D;Machine 11 - Grinding;16180.0;missing;760;Flat Grinding - Machine 11;2;12;69;0;15;2012-02-06 11:40:00+00:00;complete;685.0;Case12_18;Case12;18;Case12;+;0.0;0.0
25;32;Spur Gear;ID0998;60.0;0;regular;D;Machine 7- Laser Marking;16247.0;missing;827;Laser Marking - Machine 7;2;13;69;0;16;2012-02-06 12:47:00+00:00;complete;67.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;34;Spur Gear;ID4882;75.0;1;regular;D;Machine 11 - Grinding;16935.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;17;2012-02-07 00:15:00+00:00;complete;0.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;34;Spur Gear;ID4882;75.0;1;regular;D;Machine 11 - Grinding;16935.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;18;2012-02-07 00:15:00+00:00;complete;688.0;Case12_18;Case12;18;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_19;Case12;19;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_19;Case12;19;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_19;Case12;19;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_19;Case12;19;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_19;Case12;19;Case12;+;0.0;0.0
13;30;Spur Gear;ID4641;412.0;6;regular;D;Machine 9 - Turning & Milling;4858.0;missing;958;Turning - Machine 9;1;15;69;0;7;2012-01-29 14:58:00+00:00;complete;3067.0;Case12_19;Case12;19;Case12;+;0.0;0.0
14;32;Spur Gear;ID3846;348.0;6;regular;D;Machine 9 - Turning & Milling;5219.0;missing;1319;Turning - Machine 9;1;21;69;0;8;2012-01-29 20:59:00+00:00;complete;361.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;32;Spur Gear;ID3846;105.0;6;regular;B;Machine 9 - Turning & Milling;5325.0;missing;1425;Turning - Machine 9;1;23;69;0;9;2012-01-29 22:45:00+00:00;complete;106.0;Case12_19;Case12;19;Case12;+;0.0;0.0
5;30;Spur Gear;ID4641;164.0;0;regular;D;Machine 9 - Turning & Milling;5921.0;missing;581;Turning - Machine 9;1;9;69;0;10;2012-01-30 08:41:00+00:00;complete;596.0;Case12_19;Case12;19;Case12;+;0.0;0.0
69;28;Spur Gear;ID4618;75.0;0;regular;D;Quality Check 1;6044.0;missing;704;Turning Q.C.;1;11;69;0;11;2012-01-30 10:44:00+00:00;complete;123.0;Case12_19;Case12;19;Case12;+;0.0;0.0
69;34;Spur Gear;ID0937;75.0;6;regular;D;Machine 9 - Turning & Milling;14055.0;missing;75;Turning & Milling - Machine 9;2;1;69;0;12;2012-02-05 00:15:00+00:00;complete;8011.0;Case12_19;Case12;19;Case12;+;0.0;0.0
69;32;Spur Gear;ID0998;120.0;6;regular;D;Machine 1 - Lapping;14940.0;missing;960;Lapping - Machine 1;2;16;69;0;13;2012-02-05 15:00:00+00:00;complete;885.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;32;Spur Gear;ID4882;75.0;0;regular;D;Machine 11 - Grinding;15495.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;14;2012-02-06 00:15:00+00:00;complete;555.0;Case12_19;Case12;19;Case12;+;0.0;0.0
30;33;Spur Gear;ID4882;167.0;0;regular;D;Machine 11 - Grinding;16180.0;missing;760;Flat Grinding - Machine 11;2;12;69;0;15;2012-02-06 11:40:00+00:00;complete;685.0;Case12_19;Case12;19;Case12;+;0.0;0.0
25;32;Spur Gear;ID0998;60.0;0;regular;D;Machine 7- Laser Marking;16247.0;missing;827;Laser Marking - Machine 7;2;13;69;0;16;2012-02-06 12:47:00+00:00;complete;67.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;34;Spur Gear;ID4882;75.0;1;regular;D;Machine 11 - Grinding;16935.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;17;2012-02-07 00:15:00+00:00;complete;0.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;34;Spur Gear;ID4882;75.0;1;regular;D;Machine 11 - Grinding;16935.0;missing;75;Flat Grinding - Machine 11;2;1;69;0;18;2012-02-07 00:15:00+00:00;complete;688.0;Case12_19;Case12;19;Case12;+;0.0;0.0
9;34;Spur Gear;ID4882;1.0;1;regular;D;Machine 11 - Grinding;17692.0;missing;832;Flat Grinding - Machine 11;2;13;69;0;19;2012-02-07 12:52:00+00:00;complete;757.0;Case12_19;Case12;19;Case12;+;0.0;0.0
0;34;Spur Gear;ID4641;262.0;3;regular;S;Machine 9 - Turning & Milling;0.0;missing;420;Turning - Machine 9;1;7;69;0;1;2012-01-26 06:00:00+00:00;complete;0.0;Case12_20;Case12;20;Case12;+;0.0;0.0
1;33;Spur Gear;ID4132;112.0;3;regular;S;Machine 9 - Turning & Milling;189.0;missing;609;Turning - Machine 9;1;10;69;0;2;2012-01-26 09:09:00+00:00;complete;189.0;Case12_20;Case12;20;Case12;+;0.0;0.0
0;33;Spur Gear;ID4618;46.0;3;regular;D;Quality Check 1;297.0;missing;717;Turning Q.C.;1;11;69;0;3;2012-01-26 10:57:00+00:00;complete;108.0;Case12_20;Case12;20;Case12;+;0.0;0.0
7;33;Spur Gear;ID4132;509.0;3;regular;D;Machine 9 - Turning & Milling;809.0;missing;1229;Turning - Machine 9;1;20;69;0;4;2012-01-26 19:29:00+00:00;complete;512.0;Case12_20;Case12;20;Case12;+;0.0;0.0
14;33;Spur Gear;ID4641;587.0;4;regular;D;Machine 9 - Turning & Milling;1398.0;missing;378;Turning - Machine 9;1;6;69;0;5;2012-01-27 05:18:00+00:00;complete;589.0;Case12_20;Case12;20;Case12;+;0.0;0.0
15;32;Spur Gear;ID3846;347.0;4;regular;D;Machine 9 - Turning & Milling;1791.0;missing;771;Turning - Machine 9;1;12;69;0;6;2012-01-27 11:51:00+00:00;complete;393.0;Case12_20;Case12;20;Case12;+;0.0;0.0
